abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,classfication,defense,hp,japanese_name,name,pokedex_number,sp_attack,sp_defense,speed,type1,type2,generation,is_legendary,version
"['Static', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,Tiny Mouse Pokémon,15,20,Pichuピチュー,Pichu,172,35,35,60,electric,none,2,0,"Gold, Silver and Crystal"
"['Cute Charm', 'Magic Guard', 'Friend Guard']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,25,Star Shape Pokémon,28,50,Pyピィ,Cleffa,173,45,55,15,fairy,none,2,0,"Gold, Silver and Crystal"
"['Cute Charm', 'Competitive', 'Friend Guard']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,30,Balloon Pokémon,15,90,Pupurinププリン,Igglybuff,174,40,20,15,normal,fairy,2,0,"Gold, Silver and Crystal"
"['Hustle', 'Serene Grace', 'Super Luck']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,Spike Ball Pokémon,65,35,Togepyトゲピー,Togepi,175,40,65,20,fairy,none,2,0,"Gold, Silver and Crystal"
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,40,Happiness Pokémon,85,55,Togechickトゲチック,Togetic,176,80,105,40,fairy,flying,2,0,"Gold, Silver and Crystal"
"['Synchronize', 'Early Bird', 'Magic Bounce']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,50,Little Bird Pokémon,45,40,Natyネイティ,Natu,177,70,45,70,psychic,flying,2,0,"Gold, Silver and Crystal"
"['Synchronize', 'Early Bird', 'Magic Bounce']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,75,Mystic Pokémon,70,65,Natioネイティオ,Xatu,178,95,70,95,psychic,flying,2,0,"Gold, Silver and Crystal"
"['Static', 'Plus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,Wool Pokémon,40,55,Merriepメリープ,Mareep,179,65,45,35,electric,none,2,0,"Gold, Silver and Crystal"
"['Static', 'Plus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,Wool Pokémon,55,70,Mokokoモココ,Flaaffy,180,80,60,45,electric,none,2,0,"Gold, Silver and Crystal"
"['Static', 'Plus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,95,Light Pokémon,105,90,Denryuデンリュウ,Ampharos,181,165,110,45,electric,none,2,0,"Gold, Silver and Crystal"
"['Chlorophyll', 'Healer']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,80,Flower Pokémon,95,75,Kireihanaキレイハナ,Bellossom,182,90,100,50,grass,none,2,0,"Gold, Silver and Crystal"
"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,20,Aquamouse Pokémon,50,70,Marilマリル,Marill,183,20,50,40,water,fairy,2,0,"Gold, Silver and Crystal"
"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,50,Aquarabbit Pokémon,80,100,Marilliマリルリ,Azumarill,184,60,80,50,water,fairy,2,0,"Gold, Silver and Crystal"
"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,Imitation Pokémon,115,70,Usokkieウソッキー,Sudowoodo,185,30,65,30,rock,none,2,0,"Gold, Silver and Crystal"
"['Water Absorb', 'Damp', 'Drizzle']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,Frog Pokémon,75,90,Nyorotonoニョロトノ,Politoed,186,90,100,70,water,none,2,0,"Gold, Silver and Crystal"
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,35,Cottonweed Pokémon,40,35,Haneccoハネッコ,Hoppip,187,35,55,50,grass,flying,2,0,"Gold, Silver and Crystal"
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,45,Cottonweed Pokémon,50,55,Popoccoポポッコ,Skiploom,188,45,65,80,grass,flying,2,0,"Gold, Silver and Crystal"
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55,Cottonweed Pokémon,70,75,Wataccoワタッコ,Jumpluff,189,55,95,110,grass,flying,2,0,"Gold, Silver and Crystal"
"['Run Away', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,Long Tail Pokémon,55,55,Eipamエイパム,Aipom,190,40,55,85,normal,none,2,0,"Gold, Silver and Crystal"
"['Chlorophyll', 'Solar Power', 'Early Bird']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30,Seed Pokémon,30,30,Himanutsヒマナッツ,Sunkern,191,30,30,30,grass,none,2,0,"Gold, Silver and Crystal"
"['Chlorophyll', 'Solar Power', 'Early Bird']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,Sun Pokémon,55,75,Kimawariキマワリ,Sunflora,192,105,85,30,grass,none,2,0,"Gold, Silver and Crystal"
"['Speed Boost', 'Compoundeyes', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,65,Clear Wing Pokémon,45,65,Yanyanmaヤンヤンマ,Yanma,193,75,45,95,bug,flying,2,0,"Gold, Silver and Crystal"
"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,45,Water Fish Pokémon,45,55,Upahウパー,Wooper,194,25,25,15,water,ground,2,0,"Gold, Silver and Crystal"
"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,Water Fish Pokémon,85,95,Nuohヌオー,Quagsire,195,65,65,35,water,ground,2,0,"Gold, Silver and Crystal"
"['Synchronize', 'Magic Bounce']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,Sun Pokémon,60,65,Eifieエーフィ,Espeon,196,130,95,110,psychic,none,2,0,"Gold, Silver and Crystal"
"['Synchronize', 'Inner Focus']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,Moonlight Pokémon,110,95,Blackyブラッキー,Umbreon,197,60,130,65,dark,none,2,0,"Gold, Silver and Crystal"
"['Insomnia', 'Super Luck', 'Prankster']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,85,Darkness Pokémon,42,60,Yamikarasuヤミカラス,Murkrow,198,85,42,91,dark,flying,2,0,"Gold, Silver and Crystal"
"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,Royal Pokémon,80,95,Yadokingヤドキング,Slowking,199,100,110,30,water,psychic,2,0,"Gold, Silver and Crystal"
['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,Screech Pokémon,60,60,Mumaムウマ,Misdreavus,200,85,85,85,ghost,none,2,0,"Gold, Silver and Crystal"
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72,Symbol Pokémon,48,48,Unknownアンノーン,Unown,201,72,48,48,psychic,none,2,0,"Gold, Silver and Crystal"
"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33,Patient Pokémon,58,190,Sonansソーナンス,Wobbuffet,202,33,58,33,psychic,none,2,0,"Gold, Silver and Crystal"
"['Inner Focus', 'Early Bird', 'Sap Sipper']",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80,Long Neck Pokémon,65,70,Kirinrikiキリンリキ,Girafarig,203,90,65,85,normal,psychic,2,0,"Gold, Silver and Crystal"
"['Sturdy', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65,Bagworm Pokémon,90,50,Kunugidamaクヌギダマ,Pineco,204,35,35,15,bug,none,2,0,"Gold, Silver and Crystal"
"['Sturdy', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90,Bagworm Pokémon,140,75,Foretosフォレトス,Forretress,205,60,60,40,bug,steel,2,0,"Gold, Silver and Crystal"
"['Serene Grace', 'Run Away', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,Land Snake Pokémon,70,100,Nokocchiノコッチ,Dunsparce,206,65,65,45,normal,none,2,0,"Gold, Silver and Crystal"
"['Hyper Cutter', 'Sand Veil', 'Immunity']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75,Flyscorpion Pokémon,105,65,Gligerグライガー,Gligar,207,35,65,85,ground,flying,2,0,"Gold, Silver and Crystal"
"['Rock Head', 'Sturdy', 'Sheer Force']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125,Iron Snake Pokémon,230,75,Haganeilハガネール,Steelix,208,55,95,30,steel,ground,2,0,"Gold, Silver and Crystal"
"['Intimidate', 'Run Away', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,Fairy Pokémon,50,60,Buluブルー,Snubbull,209,40,40,30,fairy,none,2,0,"Gold, Silver and Crystal"
"['Intimidate', 'Quick Feet', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120,Fairy Pokémon,75,90,Granbuluグランブル,Granbull,210,60,60,45,fairy,none,2,0,"Gold, Silver and Crystal"
"['Poison Point', 'Swift Swim', 'Intimidate']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95,Balloon Pokémon,85,65,Harysenハリーセン,Qwilfish,211,55,55,85,water,poison,2,0,"Gold, Silver and Crystal"
"['Swarm', 'Technician', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150,Pincer Pokémon,140,70,Hassamハッサム,Scizor,212,65,100,75,bug,steel,2,0,"Gold, Silver and Crystal"
"['Sturdy', 'Gluttony', 'Contrary']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10,Mold Pokémon,230,20,Tsubotsuboツボツボ,Shuckle,213,10,230,5,bug,rock,2,0,"Gold, Silver and Crystal"
"['Swarm', 'Guts', 'Moxie']",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185,Singlehorn Pokémon,115,80,Heracrosヘラクロス,Heracross,214,40,105,75,bug,fighting,2,0,"Gold, Silver and Crystal"
"['Inner Focus', 'Keen Eye', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95,Sharp Claw Pokémon,55,55,Nyulaニューラ,Sneasel,215,35,75,115,dark,ice,2,0,"Gold, Silver and Crystal"
"['Pickup', 'Quick Feet', 'Honey Gather']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,Little Bear Pokémon,50,60,Himegumaヒメグマ,Teddiursa,216,50,50,40,normal,none,2,0,"Gold, Silver and Crystal"
"['Guts', 'Quick Feet', 'Unnerve']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,Hibernator Pokémon,75,90,Ringumaリングマ,Ursaring,217,75,75,55,normal,none,2,0,"Gold, Silver and Crystal"
"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40,Lava Pokémon,40,40,Magmagマグマッグ,Slugma,218,70,40,20,fire,none,2,0,"Gold, Silver and Crystal"
"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50,Lava Pokémon,120,60,Magcargotマグカルゴ,Magcargo,219,90,80,30,fire,rock,2,0,"Gold, Silver and Crystal"
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50,Pig Pokémon,40,50,Urimooウリムー,Swinub,220,30,30,50,ice,ground,2,0,"Gold, Silver and Crystal"
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100,Swine Pokémon,80,100,Inomooイノムー,Piloswine,221,60,60,50,ice,ground,2,0,"Gold, Silver and Crystal"
"['Hustle', 'Natural Cure', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55,Coral Pokémon,95,65,Sunnygoサニーゴ,Corsola,222,65,95,35,water,rock,2,0,"Gold, Silver and Crystal"
"['Hustle', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,Jet Pokémon,35,35,Teppouoテッポウオ,Remoraid,223,65,35,65,water,none,2,0,"Gold, Silver and Crystal"
"['Suction Cups', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,Jet Pokémon,75,75,Okutankオクタン,Octillery,224,105,75,45,water,none,2,0,"Gold, Silver and Crystal"
"['Vital Spirit', 'Hustle', 'Insomnia']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55,Delivery Pokémon,45,45,Delibirdデリバード,Delibird,225,65,45,75,ice,flying,2,0,"Gold, Silver and Crystal"
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40,Kite Pokémon,70,85,Mantainマンタイン,Mantine,226,80,140,70,water,flying,2,0,"Gold, Silver and Crystal"
"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80,Armor Bird Pokémon,140,65,Airmdエアームド,Skarmory,227,40,70,70,steel,flying,2,0,"Gold, Silver and Crystal"
"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60,Dark Pokémon,30,45,Delvilデルビル,Houndour,228,80,50,65,dark,fire,2,0,"Gold, Silver and Crystal"
"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90,Dark Pokémon,90,75,Hellgarヘルガー,Houndoom,229,140,90,115,dark,fire,2,0,"Gold, Silver and Crystal"
"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95,Dragon Pokémon,95,75,Kingdraキングドラ,Kingdra,230,95,95,85,water,dragon,2,0,"Gold, Silver and Crystal"
"['Pickup', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60,Long Nose Pokémon,60,90,Gomazouゴマゾウ,Phanpy,231,40,40,40,ground,none,2,0,"Gold, Silver and Crystal"
"['Sturdy', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120,Armor Pokémon,120,90,Donfanドンファン,Donphan,232,60,60,50,ground,none,2,0,"Gold, Silver and Crystal"
"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,Virtual Pokémon,90,85,Porygon2ポリゴン２,Porygon2,233,105,95,60,normal,none,2,0,"Gold, Silver and Crystal"
"['Intimidate', 'Frisk', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,Big Horn Pokémon,62,73,Odoshishiオドシシ,Stantler,234,85,65,85,normal,none,2,0,"Gold, Silver and Crystal"
"['Own Tempo', 'Technician', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,Painter Pokémon,35,55,Dobleドーブル,Smeargle,235,20,45,75,normal,none,2,0,"Gold, Silver and Crystal"
"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35,Scuffle Pokémon,35,35,Balkieバルキー,Tyrogue,236,35,35,35,fighting,none,2,0,"Gold, Silver and Crystal"
"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95,Handstand Pokémon,95,50,Kapoererカポエラー,Hitmontop,237,35,110,70,fighting,none,2,0,"Gold, Silver and Crystal"
"['Oblivious', 'Forewarn', 'Hydration']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30,Kiss Pokémon,15,45,Muchulムチュール,Smoochum,238,85,65,65,ice,psychic,2,0,"Gold, Silver and Crystal"
"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63,Electric Pokémon,37,45,Elekidエレキッド,Elekid,239,65,55,95,electric,none,2,0,"Gold, Silver and Crystal"
"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75,Live Coal Pokémon,37,45,Bubyブビィ,Magby,240,70,55,83,fire,none,2,0,"Gold, Silver and Crystal"
"['Thick Fat', 'Scrappy', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,Milk Cow Pokémon,105,95,Miltankミルタンク,Miltank,241,40,70,100,normal,none,2,0,"Gold, Silver and Crystal"
"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,Happiness Pokémon,10,255,Happinasハピナス,Blissey,242,75,135,55,normal,none,2,0,"Gold, Silver and Crystal"
"['Pressure', 'Inner Focus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,Thunder Pokémon,75,90,Raikouライコウ,Raikou,243,115,100,115,electric,none,2,1,"Gold, Silver and Crystal"
"['Pressure', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115,Volcano Pokémon,85,115,Enteiエンテイ,Entei,244,90,75,100,fire,none,2,1,"Gold, Silver and Crystal"
"['Pressure', 'Inner Focus']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,Aurora Pokémon,115,100,Suicuneスイクン,Suicune,245,90,115,85,water,none,2,1,"Gold, Silver and Crystal"
"['Guts', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64,Rock Skin Pokémon,50,50,Yogirasヨーギラス,Larvitar,246,45,50,41,rock,ground,2,0,"Gold, Silver and Crystal"
['Shed Skin'],1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84,Hard Shell Pokémon,70,70,Sanagirasサナギラス,Pupitar,247,65,70,51,rock,ground,2,0,"Gold, Silver and Crystal"
"['Sand Stream', 'Unnerve']",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,Armor Pokémon,150,100,Bangirasバンギラス,Tyranitar,248,95,120,71,rock,dark,2,0,"Gold, Silver and Crystal"
"['Pressure', 'Multiscale']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,Diving Pokémon,130,106,Lugiaルギア,Lugia,249,90,154,110,psychic,flying,2,1,"Gold, Silver and Crystal"
"['Pressure', 'Regenerator']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,Rainbow Pokémon,90,106,Hououホウオウ,Ho-Oh,250,110,154,90,fire,flying,2,1,"Gold, Silver and Crystal"
['Natural Cure'],4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,Time Travel Pokémon,100,100,Celebiセレビィ,Celebi,251,100,100,100,psychic,grass,2,1,"Gold, Silver and Crystal"
"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,Wood Gecko Pokémon,35,40,Kimoriキモリ,Treecko,252,65,55,70,grass,none,3,0,"Sapphire, Ruby and Emerald"
"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,Wood Gecko Pokémon,45,50,Juptileジュプトル,Grovyle,253,85,65,95,grass,none,3,0,"Sapphire, Ruby and Emerald"
"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,Forest Pokémon,75,70,Jukainジュカイン,Sceptile,254,145,85,145,grass,none,3,0,"Sapphire, Ruby and Emerald"
"['Blaze', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60,Chick Pokémon,40,45,Achamoアチャモ,Torchic,255,70,50,45,fire,none,3,0,"Sapphire, Ruby and Emerald"
"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85,Young Fowl Pokémon,60,60,Wakasyamoワカシャモ,Combusken,256,85,60,55,fire,fighting,3,0,"Sapphire, Ruby and Emerald"
"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,Blaze Pokémon,80,80,Bursyamoバシャーモ,Blaziken,257,130,80,100,fire,fighting,3,0,"Sapphire, Ruby and Emerald"
